Secteurs géographiques;Numéro du quartier;Nom du quartier;Nombre de pièces principales;Epoque de construction;Type de location;Loyers de référence;Loyers de référence majorés;Loyers de référence minorés;Année;Ville;Numéro INSEE du quartier
4;17;Saint-Victor;1;1971-1990;non meublé;30.3;36.36;21.21;2020;PARIS;7510517
4;19;Val-de-Grace;1;1971-1990;meublé;34.2;41.04;23.94;2020;PARIS;7510519
4;17;Saint-Victor;4;1971-1990;non meublé;22.9;27.48;16.03;2020;PARIS;7510517
4;14;Saint-Gervais;3;1946-1970;meublé;24.3;29.16;17.01;2020;PARIS;7510414
4;12;Sainte-Avoie;2;Avant 1946;meublé;31.3;37.56;21.91;2020;PARIS;7510312
2;15;Arsenal;1;Apres 1990;meublé;36.3;43.56;25.41;2020;PARIS;7510415
4;17;Saint-Victor;1;Apres 1990;meublé;32.1;38.52;22.47;2020;PARIS;7510517
4;14;Saint-Gervais;2;Avant 1946;non meublé;27.7;33.24;19.39;2020;PARIS;7510414
1;25;Saint-Thomas-d'Aquin;1;Avant 1946;non meublé;31.7;38.04;22.19;2020;PARIS;7510725
4;12;Sainte-Avoie;3;1946-1970;meublé;24.3;29.16;17.01;2020;PARIS;7510312
1;27;Ecole-Militaire;3;Apres 1990;meublé;32.0;38.4;22.4;2020;PARIS;7510727
2;22;Odeon;3;1971-1990;non meublé;22.3;26.76;15.61;2020;PARIS;7510622
2;22;Odeon;2;Avant 1946;meublé;31.9;38.28;22.33;2020;PARIS;7510622
1;23;Notre-Dame-des-Champs;1;Avant 1946;meublé;35.8;42.96;25.06;2020;PARIS;7510623
4;20;Sorbonne;1;Avant 1946;meublé;35.1;42.12;24.57;2020;PARIS;7510520
1;25;Saint-Thomas-d'Aquin;3;Apres 1990;meublé;32.0;38.4;22.4;2020;PARIS;7510725
1;28;Gros-Caillou;1;Avant 1946;non meublé;31.7;38.04;22.19;2020;PARIS;7510728
2;24;Saint-Germain-des-Prés;2;1971-1990;non meublé;25.3;30.36;17.71;2020;PARIS;7510624
2;21;Monnaie;2;Avant 1946;non meublé;28.2;33.84;19.74;2020;PARIS;7510621
1;27;Ecole-Militaire;2;1971-1990;meublé;30.2;36.24;21.14;2020;PARIS;7510727
1;28;Gros-Caillou;2;1971-1990;non meublé;26.7;32.04;18.69;2020;PARIS;7510728
2;29;Champs-Elysées;1;Apres 1990;meublé;36.3;43.56;25.41;2020;PARIS;7510829
14;45;Bel-Air;4;Avant 1946;meublé;22.7;27.24;15.89;2020;PARIS;7511245
10;49;Salpêtrière;4;Avant 1946;non meublé;20.6;24.72;14.42;2020;PARIS;7511349
5;33;Saint-Georges;2;Apres 1990;non meublé;25.0;30.0;17.5;2020;PARIS;7510933
13;50;Gare;2;1971-1990;non meublé;17.9;21.48;12.53;2020;PARIS;7511350
5;33;Saint-Georges;4;1946-1970;non meublé;21.5;25.8;15.05;2020;PARIS;7510933
5;37;Saint-Vincent-de-Paul;4;Apres 1990;meublé;23.1;27.72;16.17;2020;PARIS;7511037
5;38;Porte-Saint-Denis;4;1946-1970;non meublé;21.5;25.8;15.05;2020;PARIS;7511038
3;32;Europe;3;Avant 1946;non meublé;24.2;29.04;16.94;2020;PARIS;7510832
11;48;Quinze-Vingts;4;1946-1970;non meublé;21.6;25.92;15.12;2020;PARIS;7511248
2;34;Chaussée-d'Antin;3;1946-1970;non meublé;21.7;26.04;15.19;2020;PARIS;7510934
5;35;Faubourg-Montmartre;3;Avant 1946;non meublé;22.8;27.36;15.96;2020;PARIS;7510935
14;45;Bel-Air;3;1971-1990;non meublé;18.5;22.2;12.95;2020;PARIS;7511245
14;45;Bel-Air;2;Avant 1946;meublé;25.7;30.84;17.99;2020;PARIS;7511245
11;48;Quinze-Vingts;1;Avant 1946;meublé;31.8;38.16;22.26;2020;PARIS;7511248
9;46;Picpus;4;1946-1970;non meublé;16.9;20.28;11.83;2020;PARIS;7511246
9;46;Picpus;4;1946-1970;meublé;19.1;22.92;13.37;2020;PARIS;7511246
11;41;Folie-Méricourt;1;1946-1970;non meublé;23.9;28.68;16.73;2020;PARIS;7511141
10;44;Sainte-Marguerite;2;1971-1990;non meublé;22.3;26.76;15.61;2020;PARIS;7511144
11;39;Porte-Saint-Martin;1;1946-1970;non meublé;23.9;28.68;16.73;2020;PARIS;7511039
2;22;Odeon;4;1971-1990;meublé;25.1;30.12;17.57;2020;PARIS;7510622
2;30;Faubourg-du-Roule;2;1946-1970;meublé;30.2;36.24;21.14;2020;PARIS;7510830
13;50;Gare;2;1971-1990;meublé;20.2;24.24;14.14;2020;PARIS;7511350
2;30;Faubourg-du-Roule;1;Avant 1946;meublé;37.0;44.4;25.9;2020;PARIS;7510830
5;33;Saint-Georges;1;1971-1990;non meublé;26.8;32.16;18.76;2020;PARIS;7510933
11;39;Porte-Saint-Martin;1;Apres 1990;non meublé;24.1;28.92;16.87;2020;PARIS;7511039
7;60;Javel 15Art;3;1971-1990;meublé;24.6;29.52;17.22;2020;PARIS;7511560
12;51;Maison-Blanche;3;1971-1990;non meublé;20.1;24.12;14.07;2020;PARIS;7511351
9;69;Grandes-Carrières;1;Avant 1946;meublé;30.2;36.24;21.14;2020;PARIS;7511869
8;57;Saint-Lambert;2;1971-1990;non meublé;22.1;26.52;15.47;2020;PARIS;7511557
10;49;Salpêtrière;4;1971-1990;non meublé;22.0;26.4;15.4;2020;PARIS;7511349
11;48;Quinze-Vingts;2;Apres 1990;non meublé;23.9;28.68;16.73;2020;PARIS;7511248
5;53;Montparnasse;3;1946-1970;non meublé;20.3;24.36;14.21;2020;PARIS;7511453
5;52;Croulebarbe;2;Apres 1990;non meublé;25.0;30.0;17.5;2020;PARIS;7511352
5;53;Montparnasse;4;1946-1970;non meublé;21.5;25.8;15.05;2020;PARIS;7511453
7;61;Auteuil;4;1946-1970;non meublé;21.4;25.68;14.98;2020;PARIS;7511661
13;50;Gare;4;1971-1990;non meublé;15.0;18.0;10.5;2020;PARIS;7511350
10;55;Petit-Montrouge;1;1946-1970;meublé;27.6;33.12;19.32;2020;PARIS;7511455
12;56;Plaisance;2;1971-1990;meublé;24.1;28.92;16.87;2020;PARIS;7511456
3;62;Muette;2;1971-1990;non meublé;26.9;32.28;18.83;2020;PARIS;7511662
3;62;Muette;3;Avant 1946;non meublé;24.2;29.04;16.94;2020;PARIS;7511662
3;62;Muette;3;1946-1970;non meublé;25.3;30.36;17.71;2020;PARIS;7511662
12;56;Plaisance;1;Apres 1990;non meublé;26.1;31.32;18.27;2020;PARIS;7511456
7;59;Grenelle;2;1946-1970;meublé;26.0;31.2;18.2;2020;PARIS;7511559
6;66;Plaine de Monceaux;3;Apres 1990;non meublé;24.4;29.28;17.08;2020;PARIS;7511766
11;68;Epinettes;1;Avant 1946;non meublé;28.1;33.72;19.67;2020;PARIS;7511768
11;54;Parc-de-Montsouris;4;1971-1990;non meublé;20.7;24.84;14.49;2020;PARIS;7511454
13;50;Gare;4;Avant 1946;meublé;22.7;27.24;15.89;2020;PARIS;7511350
11;68;Epinettes;3;Apres 1990;meublé;23.6;28.32;16.52;2020;PARIS;7511768
7;59;Grenelle;1;Avant 1946;meublé;31.3;37.56;21.91;2020;PARIS;7511559
6;58;Necker;1;Avant 1946;non meublé;28.4;34.08;19.88;2020;PARIS;7511558
7;61;Auteuil;3;1946-1970;meublé;25.7;30.84;17.99;2020;PARIS;7511661
3;64;Chaillot;3;Avant 1946;non meublé;24.2;29.04;16.94;2020;PARIS;7511664
5;53;Montparnasse;2;Apres 1990;non meublé;25.0;30.0;17.5;2020;PARIS;7511453
7;61;Auteuil;2;Avant 1946;non meublé;24.1;28.92;16.87;2020;PARIS;7511661
12;56;Plaisance;4;Apres 1990;non meublé;23.4;28.08;16.38;2020;PARIS;7511456
13;80;Charonne;4;1946-1970;meublé;16.5;19.8;11.55;2020;PARIS;7512080
2;3;Palais-Royal;3;1946-1970;meublé;24.3;29.2;17.0;2019;PARIS;7510103
4;7;Mail;3;1946-1970;non meublé;21.4;25.7;15.0;2019;PARIS;7510207
13;78;Saint-Fargeau;4;Avant 1946;non meublé;20.1;24.12;14.07;2020;PARIS;7512078
13;78;Saint-Fargeau;3;Avant 1946;non meublé;20.4;24.48;14.28;2020;PARIS;7512078
10;67;Batignolles;2;1946-1970;non meublé;21.4;25.68;14.98;2020;PARIS;7511767
13;72;La Chapelle;2;1946-1970;meublé;21.6;25.92;15.12;2020;PARIS;7511872
9;69;Grandes-Carrières;3;Avant 1946;non meublé;21.6;25.92;15.12;2020;PARIS;7511869
11;71;Goutte-d'Or;4;1971-1990;meublé;23.4;28.08;16.38;2020;PARIS;7511871
13;78;Saint-Fargeau;2;1946-1970;meublé;21.6;25.92;15.12;2020;PARIS;7512078
14;79;Père-Lachaise;2;Avant 1946;meublé;25.7;30.84;17.99;2020;PARIS;7512079
13;78;Saint-Fargeau;3;1971-1990;non meublé;16.7;20.04;11.69;2020;PARIS;7512078
14;79;Père-Lachaise;4;1946-1970;meublé;20.5;24.6;14.35;2020;PARIS;7512079
9;70;Clignancourt;1;Avant 1946;non meublé;26.7;32.04;18.69;2020;PARIS;7511870
13;74;Pont-de-Flandre;2;1971-1990;non meublé;17.9;21.48;12.53;2020;PARIS;7511974
13;78;Saint-Fargeau;1;1971-1990;non meublé;21.2;25.44;14.84;2020;PARIS;7512078
13;78;Saint-Fargeau;1;1971-1990;meublé;24.0;28.8;16.8;2020;PARIS;7512078
11;77;Belleville;4;Avant 1946;meublé;24.2;29.04;16.94;2020;PARIS;7512077
13;78;Saint-Fargeau;4;1971-1990;meublé;17.0;20.4;11.9;2020;PARIS;7512078
13;78;Saint-Fargeau;4;Avant 1946;meublé;22.7;27.24;15.89;2020;PARIS;7512078
9;69;Grandes-Carrières;3;1971-1990;meublé;23.4;28.08;16.38;2020;PARIS;7511869
14;79;Père-Lachaise;3;1946-1970;meublé;21.4;25.68;14.98;2020;PARIS;7512079
13;73;Villette;2;1946-1970;non meublé;19.1;22.92;13.37;2020;PARIS;7511973
13;74;Pont-de-Flandre;1;Apres 1990;non meublé;23.1;27.72;16.17;2020;PARIS;7511974
9;69;Grandes-Carrières;4;Apres 1990;meublé;22.6;27.12;15.82;2020;PARIS;7511869
2;4;Place-Vendôme;4;Avant 1946;meublé;28.7;34.4;20.1;2019;PARIS;7510104
13;74;Pont-de-Flandre;4;Apres 1990;non meublé;16.3;19.6;11.4;2019;PARIS;7511974
5;33;Saint-Georges;1;Avant 1946;meublé;32.5;39.0;22.8;2019;PARIS;7510933
2;30;Faubourg-du-Roule;1;1946-1970;non meublé;31.8;38.2;22.3;2019;PARIS;7510830
6;65;Ternes;3;Avant 1946;non meublé;24.6;29.5;17.2;2019;PARIS;7511765
13;73;Villette;3;1971-1990;meublé;18.9;22.7;13.2;2019;PARIS;7511973
1;28;Gros-Caillou;2;Avant 1946;meublé;31.5;37.8;22.1;2019;PARIS;7510728
3;32;Europe;3;1971-1990;meublé;28.3;34.0;19.8;2019;PARIS;7510832
11;71;Goutte-d'Or;2;Apres 1990;non meublé;24.1;28.9;16.9;2019;PARIS;7511871
10;67;Batignolles;2;1971-1990;meublé;24.9;29.9;17.4;2019;PARIS;7511767
14;76;Combat;2;1946-1970;meublé;22.8;27.4;16.0;2019;PARIS;7511976
13;50;Gare;1;1946-1970;non meublé;22.3;26.8;15.6;2019;PARIS;7511350
6;66;Plaine de Monceaux;2;1946-1970;non meublé;24.2;29.0;16.9;2019;PARIS;7511766
2;16;Notre-Dame;2;1971-1990;meublé;28.4;34.1;19.9;2019;PARIS;7510416
4;14;Saint-Gervais;1;Apres 1990;non meublé;28.5;34.2;20.0;2019;PARIS;7510414
4;17;Saint-Victor;1;1946-1970;non meublé;29.2;35.0;20.4;2019;PARIS;7510517
11;54;Parc-de-Montsouris;3;1946-1970;meublé;21.1;25.3;14.8;2019;PARIS;7511454
2;22;Odeon;2;1946-1970;meublé;30.1;36.1;21.1;2019;PARIS;7510622
10;67;Batignolles;4;1946-1970;meublé;22.8;27.4;16.0;2019;PARIS;7511767
6;66;Plaine de Monceaux;4;Apres 1990;non meublé;23.6;28.3;16.5;2019;PARIS;7511766
1;23;Notre-Dame-des-Champs;3;Apres 1990;meublé;30.8;37.0;21.6;2019;PARIS;7510623
1;26;Invalides;3;1946-1970;non meublé;24.8;29.8;17.4;2019;PARIS;7510726
2;24;Saint-Germain-des-Prés;3;1946-1970;non meublé;21.5;25.8;15.1;2019;PARIS;7510624
9;46;Picpus;1;1971-1990;non meublé;23.8;28.6;16.7;2019;PARIS;7511246
11;71;Goutte-d'Or;3;Apres 1990;meublé;23.1;27.7;16.2;2019;PARIS;7511871
13;75;Amérique;1;Avant 1946;meublé;29.0;34.8;20.3;2019;PARIS;7511975
13;75;Amérique;3;1971-1990;non meublé;16.7;20.0;11.7;2019;PARIS;7511975
13;50;Gare;2;1946-1970;non meublé;18.9;22.7;13.2;2019;PARIS;7511350
11;41;Folie-Méricourt;3;1946-1970;non meublé;18.7;22.4;13.1;2019;PARIS;7511141
13;73;Villette;4;1971-1990;meublé;17.3;20.8;12.1;2019;PARIS;7511973
10;49;Salpêtrière;1;1946-1970;non meublé;24.1;28.9;16.9;2019;PARIS;7511349
13;72;La Chapelle;1;1946-1970;meublé;25.2;30.2;17.6;2019;PARIS;7511872
2;22;Odeon;3;1946-1970;meublé;24.3;29.2;17.0;2019;PARIS;7510622
2;22;Odeon;4;1971-1990;meublé;24.9;29.9;17.4;2019;PARIS;7510622
11;43;Roquette;3;1971-1990;meublé;21.9;26.3;15.3;2019;PARIS;7511143
10;49;Salpêtrière;1;1971-1990;non meublé;26.2;31.4;18.3;2019;PARIS;7511349
13;78;Saint-Fargeau;1;Avant 1946;non meublé;25.7;30.8;18.0;2019;PARIS;7512078
13;74;Pont-de-Flandre;1;Avant 1946;meublé;29.0;34.8;20.3;2019;PARIS;7511974
13;75;Amérique;4;1946-1970;non meublé;15.1;18.1;10.6;2019;PARIS;7511975
2;3;Palais-Royal;2;Avant 1946;non meublé;27.9;33.5;19.5;2019;PARIS;7510103
14;76;Combat;4;1971-1990;non meublé;17.0;20.4;11.9;2019;PARIS;7511976
2;4;Place-Vendôme;2;Apres 1990;non meublé;26.5;31.8;18.6;2019;PARIS;7510104
4;12;Sainte-Avoie;4;1946-1970;non meublé;23.3;27.96;16.31;2021;PARIS;7510312
2;15;Arsenal;4;1971-1990;meublé;24.9;29.9;17.4;2019;PARIS;7510415
7;61;Auteuil;2;1971-1990;non meublé;23.2;27.8;16.2;2019;PARIS;7511661
1;26;Invalides;4;Apres 1990;meublé;33.0;39.6;23.1;2019;PARIS;7510726
4;20;Sorbonne;4;Apres 1990;non meublé;24.3;29.2;17.0;2019;PARIS;7510520
12;56;Plaisance;4;Apres 1990;non meublé;23.3;28.0;16.3;2019;PARIS;7511456
14;79;Père-Lachaise;4;Apres 1990;meublé;23.6;28.3;16.5;2019;PARIS;7512079
11;77;Belleville;3;Avant 1946;meublé;25.5;30.6;17.9;2019;PARIS;7512077
5;38;Porte-Saint-Denis;3;Apres 1990;non meublé;23.9;28.7;16.7;2019;PARIS;7511038
13;72;La Chapelle;1;Avant 1946;meublé;29.0;34.8;20.3;2019;PARIS;7511872
1;25;Saint-Thomas-d'Aquin;1;Apres 1990;non meublé;34.8;41.8;24.4;2019;PARIS;7510725
5;37;Saint-Vincent-de-Paul;1;1946-1970;non meublé;26.4;31.7;18.5;2019;PARIS;7511037
5;35;Faubourg-Montmartre;2;Apres 1990;non meublé;24.5;29.4;17.2;2019;PARIS;7510935
13;75;Amérique;1;1971-1990;non meublé;21.0;25.2;14.7;2019;PARIS;7511975
13;73;Villette;3;1946-1970;meublé;18.5;22.2;13.0;2019;PARIS;7511973
2;15;Arsenal;1;Apres 1990;non meublé;33.1;39.72;23.17;2021;PARIS;7510415
11;77;Belleville;3;Apres 1990;non meublé;21.4;25.68;14.98;2021;PARIS;7512077
11;40;Hôpital-Saint-Louis;4;Apres 1990;meublé;22.2;26.64;15.54;2021;PARIS;7511040
7;61;Auteuil;2;1946-1970;meublé;26.2;31.44;18.34;2021;PARIS;7511661
2;4;Place-Vendôme;1;Apres 1990;meublé;37.2;44.64;26.04;2021;PARIS;7510104
4;9;Arts-et-Metiers;4;Avant 1946;non meublé;25.5;30.6;17.85;2021;PARIS;7510309
10;18;Jardin-des-Plantes;4;1946-1970;meublé;22.7;27.24;15.89;2021;PARIS;7510518
2;13;Saint-Merri;2;1946-1970;meublé;30.5;36.6;21.35;2021;PARIS;7510413
10;55;Petit-Montrouge;4;1946-1970;non meublé;20.2;24.24;14.14;2021;PARIS;7511455
14;47;Bercy;2;1946-1970;meublé;23.6;28.32;16.52;2021;PARIS;7511247
9;69;Grandes-Carrières;2;1971-1990;meublé;25.2;30.24;17.64;2021;PARIS;7511869
9;70;Clignancourt;3;Avant 1946;non meublé;21.9;26.28;15.33;2021;PARIS;7511870
13;75;Amérique;3;1946-1970;non meublé;16.8;20.16;11.76;2021;PARIS;7511975
6;65;Ternes;4;1971-1990;meublé;24.9;29.88;17.43;2021;PARIS;7511765
8;57;Saint-Lambert;3;1946-1970;meublé;22.4;26.88;15.68;2021;PARIS;7511557
13;74;Pont-de-Flandre;3;1946-1970;meublé;18.9;22.68;13.23;2021;PARIS;7511974
14;76;Combat;3;1971-1990;non meublé;19.1;22.92;13.37;2021;PARIS;7511976
11;43;Roquette;2;1971-1990;meublé;26.2;31.44;18.34;2021;PARIS;7511143
13;73;Villette;3;1946-1970;meublé;18.9;22.68;13.23;2021;PARIS;7511973
4;20;Sorbonne;2;Avant 1946;non meublé;28.1;33.72;19.67;2021;PARIS;7510520
5;33;Saint-Georges;2;1946-1970;meublé;27.3;32.76;19.11;2021;PARIS;7510933
4;17;Saint-Victor;3;1946-1970;non meublé;21.9;26.28;15.33;2021;PARIS;7510517
2;30;Faubourg-du-Roule;3;Avant 1946;non meublé;27.5;33.0;19.25;2021;PARIS;7510830
14;76;Combat;1;Apres 1990;non meublé;26.3;31.6;18.4;2019;PARIS;7511976
9;69;Grandes-Carrières;3;Apres 1990;non meublé;22.3;26.76;15.61;2021;PARIS;7511869
2;1;St-Germain-l'Auxerrois;4;Apres 1990;non meublé;26.4;31.7;18.5;2019;PARIS;7510101
10;44;Sainte-Marguerite;2;Avant 1946;non meublé;24.2;29.0;16.9;2019;PARIS;7511144
4;7;Mail;1;1946-1970;non meublé;29.2;35.0;20.4;2019;PARIS;7510207
7;59;Grenelle;1;Avant 1946;non meublé;27.2;32.6;19.0;2019;PARIS;7511559
1;25;Saint-Thomas-d'Aquin;1;1946-1970;meublé;36.9;44.28;25.83;2021;PARIS;7510725
2;21;Monnaie;3;1971-1990;non meublé;23.1;27.72;16.17;2021;PARIS;7510621
5;38;Porte-Saint-Denis;4;Avant 1946;meublé;23.0;27.6;16.1;2021;PARIS;7511038
1;23;Notre-Dame-des-Champs;2;1946-1970;meublé;30.3;36.36;21.21;2021;PARIS;7510623
11;43;Roquette;2;Avant 1946;non meublé;24.5;29.4;17.15;2021;PARIS;7511143
6;58;Necker;3;Avant 1946;meublé;28.2;33.84;19.74;2021;PARIS;7511558
3;62;Muette;1;Avant 1946;non meublé;28.2;33.84;19.74;2021;PARIS;7511662
2;3;Palais-Royal;2;1946-1970;non meublé;27.1;32.52;18.97;2021;PARIS;7510103
2;3;Palais-Royal;1;1971-1990;non meublé;28.5;34.2;19.95;2021;PARIS;7510103
2;16;Notre-Dame;1;1971-1990;non meublé;28.5;34.2;19.95;2021;PARIS;7510416
4;12;Sainte-Avoie;1;1971-1990;non meublé;30.7;36.84;21.49;2021;PARIS;7510312
4;11;Archives;3;1971-1990;non meublé;24.4;29.28;17.08;2021;PARIS;7510311
3;62;Muette;3;Avant 1946;meublé;27.6;33.12;19.32;2021;PARIS;7511662
3;62;Muette;3;1946-1970;non meublé;25.7;30.84;17.99;2021;PARIS;7511662
4;14;Saint-Gervais;2;1946-1970;meublé;26.0;31.2;18.2;2021;PARIS;7510414
3;63;Porte-Dauphine;4;1946-1970;non meublé;24.5;29.4;17.15;2021;PARIS;7511663
7;61;Auteuil;3;1946-1970;meublé;25.8;30.96;18.06;2021;PARIS;7511661
2;31;Madeleine;1;Apres 1990;meublé;37.2;44.64;26.04;2021;PARIS;7510831
10;55;Petit-Montrouge;2;Avant 1946;non meublé;24.9;29.88;17.43;2021;PARIS;7511455
12;56;Plaisance;2;1946-1970;meublé;24.9;29.88;17.43;2021;PARIS;7511456
2;5;Gaillon;2;1946-1970;non meublé;27.1;32.52;18.97;2021;PARIS;7510205
4;6;Vivienne;2;Avant 1946;meublé;31.6;37.92;22.12;2021;PARIS;7510206
4;7;Mail;3;Avant 1946;non meublé;25.3;30.36;17.71;2021;PARIS;7510207
5;38;Porte-Saint-Denis;3;Avant 1946;meublé;26.1;31.32;18.27;2021;PARIS;7511038
4;11;Archives;2;Apres 1990;meublé;27.2;32.64;19.04;2021;PARIS;7510311
4;10;Enfants-Rouges;1;1946-1970;meublé;33.8;40.56;23.66;2021;PARIS;7510310
13;73;Villette;4;1971-1990;meublé;16.2;19.44;11.34;2021;PARIS;7511973
2;31;Madeleine;1;1971-1990;non meublé;28.5;34.2;19.95;2021;PARIS;7510831
2;31;Madeleine;2;Avant 1946;non meublé;28.6;34.32;20.02;2021;PARIS;7510831
2;34;Chaussée-d'Antin;2;1946-1970;non meublé;27.1;32.52;18.97;2021;PARIS;7510934
2;21;Monnaie;4;Apres 1990;non meublé;26.2;31.44;18.34;2021;PARIS;7510621
1;28;Gros-Caillou;2;1946-1970;non meublé;26.9;32.28;18.83;2021;PARIS;7510728
13;75;Amérique;4;1946-1970;non meublé;14.4;17.28;10.08;2021;PARIS;7511975
13;73;Villette;3;1971-1990;non meublé;17.0;20.4;11.9;2021;PARIS;7511973
5;35;Faubourg-Montmartre;1;1971-1990;non meublé;27.1;32.52;18.97;2021;PARIS;7510935
2;1;St-Germain-l'Auxerrois;4;1946-1970;non meublé;23.2;27.84;16.24;2021;PARIS;7510101
7;59;Grenelle;2;1971-1990;meublé;26.8;32.16;18.76;2021;PARIS;7511559
12;51;Maison-Blanche;3;1946-1970;meublé;22.7;27.24;15.89;2021;PARIS;7511351
2;15;Arsenal;1;1971-1990;meublé;32.1;38.52;22.47;2021;PARIS;7510415
5;53;Montparnasse;2;1971-1990;meublé;25.3;30.36;17.71;2021;PARIS;7511453
11;40;Hôpital-Saint-Louis;4;1946-1970;non meublé;21.5;25.8;15.05;2021;PARIS;7511040
6;58;Necker;4;Avant 1946;meublé;26.9;32.28;18.83;2021;PARIS;7511558
8;57;Saint-Lambert;1;Apres 1990;meublé;30.7;36.84;21.49;2021;PARIS;7511557
3;63;Porte-Dauphine;1;Avant 1946;non meublé;28.2;33.84;19.74;2021;PARIS;7511663
2;15;Arsenal;2;Apres 1990;meublé;30.5;36.6;21.35;2021;PARIS;7510415
4;17;Saint-Victor;1;Apres 1990;non meublé;28.2;33.84;19.74;2021;PARIS;7510517
6;65;Ternes;4;1946-1970;meublé;24.6;29.52;17.22;2021;PARIS;7511765
5;2;Halles;3;Avant 1946;meublé;26.1;31.32;18.27;2021;PARIS;7510102
1;23;Notre-Dame-des-Champs;3;Apres 1990;non meublé;29.3;35.16;20.51;2021;PARIS;7510623
12;51;Maison-Blanche;2;1971-1990;meublé;24.3;29.16;17.01;2021;PARIS;7511351
4;20;Sorbonne;4;1971-1990;non meublé;22.3;26.76;15.61;2021;PARIS;7510520
1;26;Invalides;2;Avant 1946;non meublé;28.7;34.44;20.09;2021;PARIS;7510726
1;26;Invalides;3;1971-1990;non meublé;27.2;32.64;19.04;2021;PARIS;7510726
4;10;Enfants-Rouges;2;1946-1970;non meublé;23.1;27.72;16.17;2021;PARIS;7510310
14;76;Combat;3;1971-1990;meublé;21.5;25.8;15.05;2021;PARIS;7511976
4;19;Val-de-Grace;1;1971-1990;meublé;34.5;41.4;24.15;2021;PARIS;7510519
2;16;Notre-Dame;2;Apres 1990;meublé;30.5;36.6;21.35;2021;PARIS;7510416
10;18;Jardin-des-Plantes;3;Avant 1946;meublé;26.8;32.16;18.76;2021;PARIS;7510518
6;65;Ternes;3;1971-1990;meublé;26.9;32.28;18.83;2021;PARIS;7511765
1;23;Notre-Dame-des-Champs;3;Avant 1946;non meublé;26.9;32.28;18.83;2021;PARIS;7510623
6;66;Plaine de Monceaux;2;Apres 1990;non meublé;23.7;28.44;16.59;2021;PARIS;7511766
11;71;Goutte-d'Or;4;Avant 1946;meublé;24.3;29.16;17.01;2021;PARIS;7511871
13;73;Villette;1;Apres 1990;non meublé;23.2;27.84;16.24;2021;PARIS;7511973
11;41;Folie-Méricourt;2;1946-1970;non meublé;22.8;27.36;15.96;2021;PARIS;7511141
8;57;Saint-Lambert;1;Avant 1946;meublé;31.5;37.8;22.05;2021;PARIS;7511557
1;27;Ecole-Militaire;4;1946-1970;meublé;27.7;33.24;19.39;2021;PARIS;7510727
11;40;Hôpital-Saint-Louis;3;1971-1990;non meublé;19.8;23.76;13.86;2021;PARIS;7511040
1;25;Saint-Thomas-d'Aquin;4;1946-1970;non meublé;24.6;29.52;17.22;2021;PARIS;7510725
3;63;Porte-Dauphine;1;Apres 1990;meublé;32.5;39.0;22.75;2021;PARIS;7511663
7;60;Javel 15Art;1;1946-1970;non meublé;25.7;30.84;17.99;2021;PARIS;7511560
14;45;Bel-Air;3;1946-1970;non meublé;19.4;23.28;13.58;2021;PARIS;7511245
10;49;Salpêtrière;4;Avant 1946;meublé;23.5;28.2;16.45;2021;PARIS;7511349
3;62;Muette;2;Apres 1990;non meublé;27.6;33.12;19.32;2021;PARIS;7511662
5;38;Porte-Saint-Denis;3;Avant 1946;non meublé;23.2;27.84;16.24;2021;PARIS;7511038
3;64;Chaillot;4;Avant 1946;non meublé;24.1;28.92;16.87;2021;PARIS;7511664
3;62;Muette;1;Apres 1990;non meublé;28.9;34.68;20.23;2021;PARIS;7511662
10;44;Sainte-Marguerite;4;1946-1970;meublé;22.7;27.24;15.89;2021;PARIS;7511144
13;80;Charonne;4;1946-1970;meublé;16.2;19.44;11.34;2021;PARIS;7512080
2;15;Arsenal;4;1946-1970;meublé;26.1;31.32;18.27;2021;PARIS;7510415
9;69;Grandes-Carrières;2;1946-1970;meublé;22.8;27.36;15.96;2021;PARIS;7511869
1;27;Ecole-Militaire;1;Apres 1990;non meublé;34.8;41.76;24.36;2021;PARIS;7510727
1;23;Notre-Dame-des-Champs;1;Apres 1990;non meublé;34.8;41.76;24.36;2021;PARIS;7510623
5;52;Croulebarbe;3;Apres 1990;meublé;26.4;31.68;18.48;2021;PARIS;7511352
2;22;Odeon;2;Apres 1990;non meublé;27.1;32.52;18.97;2021;PARIS;7510622
4;9;Arts-et-Metiers;2;Apres 1990;non meublé;24.2;29.04;16.94;2021;PARIS;7510309
13;80;Charonne;3;Avant 1946;non meublé;20.6;24.72;14.42;2021;PARIS;7512080
14;47;Bercy;3;1971-1990;meublé;21.5;25.8;15.05;2021;PARIS;7511247
11;54;Parc-de-Montsouris;2;Avant 1946;non meublé;23.8;28.6;16.7;2019;PARIS;7511454
4;9;Arts-et-Metiers;1;1971-1990;meublé;32.9;39.5;23.0;2019;PARIS;7510309
10;55;Petit-Montrouge;1;1971-1990;non meublé;26.2;31.4;18.3;2019;PARIS;7511455
4;14;Saint-Gervais;2;1946-1970;meublé;25.5;30.6;17.9;2019;PARIS;7510414
4;19;Val-de-Grace;1;Avant 1946;meublé;34.6;41.5;24.2;2019;PARIS;7510519
2;16;Notre-Dame;4;1946-1970;meublé;25.2;30.2;17.6;2019;PARIS;7510416
10;18;Jardin-des-Plantes;2;1946-1970;meublé;23.6;28.3;16.5;2019;PARIS;7510518
2;16;Notre-Dame;1;1971-1990;non meublé;27.4;32.9;19.2;2019;PARIS;7510416
